'_id',has_majority,nome,partido
592c7b3d01fd06eeadcf626b,true,Vila Real,PPDPSD
592c7a2901fd06eeadcf6266,true,Portalegre,PS
592c7bb401fd06eeadcf626e,true,Açores,PS
592c78cf01fd06eeadcf625c,true,Beja,PS
592c7a9b01fd06eeadcf6267,true,Porto,PS
592c7baa01fd06eeadcf626d,true,Madeira,PPDPSD
592c79ca01fd06eeadcf6260,true,Coimbra,PS
592c79ae01fd06eeadcf625f,true,Castelo Branco,PS
592c79d201fd06eeadcf6262,true,Faro,PS
